,Sweep,Mag,E_N,Beta,Temp,Mag_mean,Mag_max,Mag_min,E_mean,E_max,E_min
1087,9,-0.0825,0.57,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
1088,10,-0.09125,0.5325,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
1089,0,-1,2,0.25,4,-1,-1,-1,2,-1,2
1090,1,-0.775,1.29,0.25,4,-0.7592,-0.71,-0.8075,1.278875,-0.775,1.3975
1091,2,-0.525,0.84,0.25,4,-0.57735,-0.50375,-0.645,0.937,-0.525,1.0775
1092,3,-0.39,0.6725,0.25,4,-0.4424375,-0.38125,-0.55375,0.76485,-0.39,0.915
1093,4,-0.2975,0.7075,0.25,4,-0.3357125,-0.25125,-0.44875,0.676075,-0.2975,0.835
1094,5,-0.21375,0.66,0.25,4,-0.2560125,-0.15625,-0.36625,0.62725,-0.21375,0.74
1095,6,-0.175,0.5525,0.25,4,-0.1948125,-0.085,-0.28375,0.593425,-0.175,0.71
1096,7,-0.2,0.6025,0.25,4,-0.1469,-0.0225,-0.23375,0.57455,-0.2,0.7075
1097,8,-0.15125,0.6275,0.25,4,-0.1108125,0.00625,-0.2225,0.5697,-0.15125,0.6875
1098,9,-0.14625,0.6275,0.25,4,-0.0904625,0.045,-0.1925,0.562525,-0.14625,0.67
1099,10,-0.1125,0.6175,0.25,4,-0.0685375,0.07625,-0.17,0.5599,-0.1125,0.69
